2018-09-04 15:56:57
30, 22983, 14597, 190399, 153267, 32, 39, 360, 353, 187064, 1622
62, 14490, 18779, 172883, 201043, 32, 25, 327, 335, 183574, 1625
204, 12232, 16702, 202050, 167308, 40, 32, 369, 380, 201140, 1926
236, 15960, 18119, 169316, 176904, 43, 39, 352, 339, 189509, 1855
812, 13924, 17145, 177076, 162187, 35, 35, 352, 363, 190846, 1652
94, 21034, 14560, 172946, 156171, 31, 41, 374, 386, 206314, 1840
844, 20362, 20291, 172840, 167136, 35, 48, 350, 362, 175530, 1519
524, 12575, 18083, 171925, 192810, 40, 36, 361, 367, 195139, 1878
268, 12887, 25110, 175988, 196026, 38, 28, 385, 356, 196361, 1712
556, 17391, 18959, 169455, 171403, 38, 27, 351, 375, 205416, 1746
269, 15801, 18099, 175852, 191519, 32, 45, 364, 366, 199629, 1755
557, 15749, 17577, 172636, 188345, 43, 42, 336, 381, 188773, 1790
95, 15120, 12518, 164264, 178567, 39, 33, 352, 383, 198495, 1854
813, 18201, 27865, 188852, 180351, 41, 29, 390, 365, 206133, 1812
237, 19843, 22235, 180546, 179610, 38, 27, 338, 333, 197114, 1762
845, 17976, 18219, 183982, 178905, 34, 37, 359, 340, 194257, 1761
205, 26364, 15816, 178911, 190133, 44, 37, 359, 379, 196052, 1737
877, 18716, 17360, 193295, 168891, 32, 42, 353, 356, 186591, 1743
63, 17353, 16851, 201983, 176044, 32, 29, 363, 350, 189001, 1728
31, 12052, 17966, 205146, 156371, 30, 39, 329, 363, 201049, 1885
589, 17635, 20728, 185695, 193087, 35, 41, 380, 390, 188352, 1619
525, 21183, 19069, 179760, 181785, 34, 41, 348, 320, 196592, 1712
846, 15323, 17151, 191722, 203333, 31, 41, 346, 355, 194600, 1761
814, 12500, 12919, 187015, 172796, 25, 41, 362, 398, 206841, 1880
206, 19119, 20745, 182556, 186699, 37, 34, 355, 340, 194958, 1757
238, 22134, 27402, 182484, 191030, 39, 25, 372, 359, 198464, 1785
558, 14733, 18377, 157485, 201029, 45, 34, 366, 374, 211852, 1943
878, 13402, 18956, 180018, 179356, 40, 30, 343, 400, 201890, 1685
526, 14036, 12556, 173216, 177386, 42, 46, 341, 346, 226877, 1960
96, 22274, 15815, 183472, 199432, 33, 40, 347, 341, 187364, 1652
64, 16491, 21542, 202210, 179631, 46, 27, 365, 414, 205872, 1819
32, 26731, 19336, 206383, 185597, 42, 34, 377, 377, 199131, 1857
370, 17660, 17015, 195493, 179428, 29, 39, 349, 311, 200525, 1892
690, 11776, 14269, 183828, 183790, 29, 38, 372, 360, 213615, 1962
33, 11207, 17711, 155711, 174314, 26, 31, 394, 379, 212955, 1768
815, 12307, 14631, 184002, 167664, 41, 42, 337, 324, 202877, 1847
97, 18795, 23638, 180006, 192529, 34, 30, 340, 327, 209826, 1947
879, 22591, 18471, 189759, 189614, 34, 40, 370, 340, 209186, 1731
65, 18575, 19192, 177763, 176115, 28, 45, 352, 354, 204436, 1805
847, 15820, 11537, 191095, 172221, 35, 37, 383, 341, 193610, 1680
207, 22104, 21768, 171362, 179959, 39, 27, 363, 330, 191329, 1717
239, 16999, 21363, 165062, 175323, 35, 34, 388, 375, 195950, 1816
527, 16521, 26502, 202251, 169565, 36, 38, 386, 345, 217547, 1898
559, 18937, 19819, 182616, 161287, 49, 40, 389, 378, 201107, 1815
691, 17941, 16067, 176865, 181313, 31, 28, 353, 384, 195988, 1690
208, 16121, 22682, 176157, 199524, 29, 41, 366, 347, 191522, 1788
66, 23462, 18407, 184169, 175848, 48, 39, 320, 359, 198082, 1813
528, 13175, 14636, 182419, 192966, 36, 31, 378, 332, 186539, 1804
371, 16630, 18410, 169281, 178083, 31, 31, 349, 353, 201286, 1705
34, 11607, 12792, 176010, 184126, 35, 38, 438, 361, 190978, 1750
848, 20537, 22025, 183919, 165576, 43, 31, 396, 374, 181336, 1588
98, 15703, 12553, 180004, 189100, 41, 34, 377, 392, 211537, 1893
816, 10935, 14780, 158152, 183832, 27, 24, 348, 346, 216497, 2005
980, 21491, 10817, 185650, 155861, 30, 40, 339, 392, 202426, 1884
529, 11008, 18992, 176174, 177178, 40, 38, 404, 347, 216417, 1901
660, 20452, 14845, 176664, 153346, 30, 42, 356, 322, 209768, 1981
209, 18016, 18578, 180519, 184601, 54, 36, 377, 374, 200262, 1782
35, 17714, 12048, 169161, 181441, 39, 28, 367, 357, 198274, 1774
692, 18563, 22590, 188531, 181742, 33, 28, 375, 296, 188618, 1725
372, 12401, 12398, 195487, 193405, 32, 43, 373, 366, 205032, 1850
67, 21628, 18068, 176475, 191020, 41, 30, 400, 344, 176004, 1687
849, 17917, 20850, 182047, 172404, 34, 37, 385, 379, 188205, 1567
99, 21914, 14679, 187463, 188429, 38, 27, 368, 382, 223308, 1968
817, 19817, 16044, 189274, 187925, 39, 24, 345, 336, 184200, 1546
340, 20535, 20621, 177078, 170978, 36, 40, 371, 395, 204916, 1898
693, 21826, 18620, 209084, 205781, 38, 34, 327, 308, 201193, 1849
36, 16487, 14837, 193730, 192530, 30, 28, 332, 331, 219460, 1974
981, 17071, 26876, 191559, 183648, 45, 45, 324, 343, 212461, 1844
68, 18992, 22211, 161641, 194027, 34, 31, 353, 327, 187264, 1637
373, 17168, 18195, 183372, 182243, 31, 27, 379, 329, 199805, 1826
818, 21545, 27650, 180765, 180349, 29, 30, 369, 379, 191032, 1810
661, 17685, 15213, 181225, 171358, 35, 35, 322, 347, 187962, 1763
341, 19747, 17546, 169714, 177739, 36, 36, 347, 387, 177438, 1681
694, 17399, 20628, 160592, 171921, 52, 37, 391, 411, 200851, 1839
342, 27545, 21182, 195402, 182054, 35, 43, 381, 348, 182425, 1710
819, 16519, 13844, 194192, 180576, 22, 42, 354, 383, 196167, 1794
630, 15310, 18375, 177606, 181854, 25, 38, 370, 373, 198509, 1869
662, 21781, 17852, 158269, 160455, 49, 37, 364, 365, 189409, 1697
374, 13022, 16115, 184249, 192822, 32, 23, 372, 385, 205968, 1695
69, 14469, 21615, 179649, 184093, 44, 38, 362, 401, 213728, 1931
950, 18057, 12271, 194208, 180007, 37, 34, 333, 356, 215432, 1911
982, 22363, 18340, 191091, 162271, 53, 22, 387, 326, 202892, 1949
310, 18192, 18150, 195049, 172835, 36, 31, 394, 357, 206537, 1863
37, 18104, 15232, 183791, 184046, 48, 36, 352, 357, 190670, 1821
343, 18623, 16252, 171041, 181205, 33, 32, 361, 374, 205281, 1713
311, 12481, 19304, 196071, 174921, 34, 35, 377, 353, 198667, 1818
663, 11430, 30196, 175240, 183194, 27, 42, 351, 353, 189131, 1683
38, 18151, 17150, 209091, 181990, 39, 40, 391, 372, 186076, 1773
951, 15904, 16632, 195312, 183033, 37, 43, 378, 367, 182045, 1713
695, 20496, 23322, 189257, 165606, 35, 27, 374, 333, 191100, 1919
375, 14143, 11738, 172150, 186481, 37, 32, 382, 400, 198691, 1935
631, 20663, 20770, 176011, 198553, 42, 25, 362, 388, 219701, 2046
983, 18537, 24499, 159939, 195192, 37, 41, 369, 370, 188407, 1760
984, 18641, 22469, 166268, 178021, 38, 36, 362, 358, 196540, 1733
39, 14676, 19106, 184169, 188769, 32, 41, 416, 387, 204092, 1805
696, 20274, 24276, 189955, 168984, 36, 32, 341, 340, 215725, 1915
312, 16382, 20914, 176928, 205643, 32, 36, 365, 327, 194009, 1847
600, 18719, 24390, 179331, 187469, 38, 38, 374, 359, 201043, 1684
952, 18651, 14453, 187339, 173543, 42, 44, 362, 346, 178044, 1644
376, 20939, 16069, 195442, 170598, 29, 36, 365, 342, 188419, 1651
632, 19243, 18600, 188972, 161324, 58, 38, 398, 306, 202275, 1822
344, 15036, 16653, 195354, 180719, 42, 30, 378, 397, 195721, 1859
664, 20743, 17407, 168274, 167623, 39, 34, 365, 351, 198014, 1745
920, 15427, 12962, 176566, 168444, 32, 31, 362, 356, 215669, 1794
697, 16456, 17009, 189042, 171738, 50, 30, 322, 336, 203881, 1793
601, 19464, 16687, 170754, 182529, 39, 37, 348, 340, 206894, 2006
377, 17722, 11360, 190287, 207038, 37, 34, 362, 307, 211526, 1974
953, 14317, 18069, 161563, 193267, 28, 42, 357, 387, 221231, 2004
985, 16783, 20607, 204963, 196892, 25, 47, 375, 348, 220907, 1982
633, 13059, 16987, 182093, 177292, 38, 37, 340, 368, 193529, 1639
345, 20115, 20117, 196395, 157602, 38, 40, 323, 393, 183230, 1708
665, 16007, 17113, 173126, 163861, 31, 33, 350, 373, 201593, 1825
313, 16111, 17630, 180183, 179151, 38, 34, 364, 386, 207754, 1794
921, 10402, 14987, 176282, 188968, 35, 38, 326, 398, 203876, 1817
666, 23688, 17473, 178473, 162032, 43, 28, 374, 326, 197592, 1731
378, 19120, 16217, 202746, 182148, 37, 37, 387, 385, 175524, 1634
954, 23389, 16911, 178661, 160217, 41, 33, 336, 377, 188624, 1775
346, 15311, 20001, 185893, 189129, 23, 40, 372, 356, 190123, 1683
314, 17618, 19769, 187638, 167232, 40, 35, 386, 373, 242234, 2181
602, 18735, 15282, 170871, 191817, 27, 31, 369, 334, 202180, 1872
698, 10184, 22650, 197874, 192645, 50, 32, 374, 391, 195938, 1726
986, 15936, 18655, 174879, 171899, 34, 40, 311, 396, 200477, 1803
634, 21825, 13895, 169156, 199001, 34, 40, 344, 396, 197538, 1839
922, 25290, 21695, 189437, 179074, 26, 34, 367, 342, 187974, 1837
603, 25068, 17218, 176813, 184490, 44, 20, 360, 351, 208038, 1850
699, 11189, 18010, 167031, 162797, 45, 51, 380, 365, 222762, 2007
987, 17063, 21923, 191852, 189532, 37, 42, 389, 351, 223178, 2093
190, 24032, 17622, 147658, 180612, 32, 38, 380, 331, 205208, 1814
955, 16117, 19844, 171758, 172791, 29, 36, 376, 377, 178331, 1805
347, 20118, 13347, 178685, 169346, 45, 36, 346, 364, 221602, 1965
635, 14488, 21770, 191254, 187035, 31, 32, 375, 344, 190142, 1621
315, 21831, 20326, 174066, 174572, 32, 43, 414, 388, 189401, 1835
923, 12892, 15493, 185158, 185676, 34, 38, 372, 348, 190485, 1774
667, 16052, 16817, 187954, 176002, 43, 46, 377, 356, 225489, 1970
379, 21413, 14552, 172671, 199140, 37, 39, 392, 369, 181048, 1603
348, 24377, 20306, 207226, 191436, 43, 40, 372, 344, 184169, 1793
191, 14432, 20128, 179250, 175903, 29, 40, 344, 336, 209933, 1830
956, 16647, 10379, 173293, 169348, 34, 37, 336, 370, 185190, 1648
924, 16737, 13911, 174275, 189133, 44, 37, 356, 348, 206791, 1959
316, 11511, 17127, 174407, 183978, 43, 40, 332, 369, 181051, 1689
604, 19608, 12062, 165988, 156798, 32, 43, 378, 416, 195248, 1827
668, 19925, 24020, 192289, 170992, 44, 48, 370, 377, 203532, 1722
988, 17982, 21646, 169868, 188402, 45, 44, 376, 370, 216698, 1980
636, 11648, 20768, 169932, 163287, 31, 29, 311, 355, 194455, 1664
925, 16882, 15383, 194540, 182817, 43, 41, 361, 382, 203206, 1772
637, 18452, 17410, 175684, 190487, 35, 33, 345, 336, 216723, 1905
349, 15001, 17179, 171257, 191884, 37, 41, 350, 375, 218783, 1891
192, 18576, 19244, 177642, 198224, 36, 34, 346, 320, 189303, 1715
317, 22024, 23091, 184603, 186781, 53, 29, 334, 345, 220702, 1964
989, 15702, 20861, 187556, 191551, 33, 36, 391, 368, 214202, 1864
669, 20586, 17657, 194094, 188943, 30, 36, 399, 392, 201265, 2012
605, 18637, 22361, 196839, 176229, 35, 39, 352, 359, 218777, 1973
957, 13173, 15260, 193653, 180567, 38, 45, 331, 350, 192911, 1695
480, 20270, 21893, 178546, 174726, 36, 42, 361, 356, 188445, 1644
160, 19548, 14706, 180658, 177169, 48, 42, 384, 408, 200747, 1866
958, 15516, 17260, 185528, 196134, 43, 44, 363, 352, 197217, 1887
638, 20093, 22225, 181540, 192874, 23, 26, 375, 342, 211984, 2002
481, 15024, 19824, 175480, 173931, 31, 30, 346, 361, 204433, 1685
926, 17335, 11437, 168153, 174509, 29, 35, 341, 350, 232743, 2003
606, 15835, 15954, 178848, 180104, 34, 38, 319, 368, 194911, 1737
161, 16790, 20668, 212932, 161758, 21, 36, 359, 367, 198608, 1945
193, 14334, 20020, 166778, 190462, 34, 34, 359, 361, 181325, 1555
318, 22634, 18519, 181988, 181922, 43, 28, 387, 379, 187773, 1519
130, 14199, 15459, 177913, 189508, 31, 37, 358, 369, 184884, 1639
607, 21444, 17277, 162880, 166245, 36, 29, 372, 323, 185803, 1798
959, 20048, 18362, 196991, 173325, 39, 45, 332, 413, 213475, 1936
450, 15712, 21319, 182487, 164779, 29, 35, 343, 341, 187554, 1666
927, 13494, 24889, 206404, 177483, 37, 33, 382, 322, 208539, 1775
194, 21535, 12980, 165495, 177329, 31, 43, 372, 406, 199803, 1850
482, 21948, 23419, 183934, 180433, 32, 48, 356, 307, 181198, 1589
770, 22595, 15950, 161609, 156899, 32, 38, 365, 366, 208454, 2048
319, 20385, 13379, 170287, 179019, 41, 37, 361, 391, 201101, 1975
639, 17676, 12618, 177921, 180834, 32, 47, 377, 345, 204355, 1891
162, 18146, 17789, 172943, 185742, 35, 32, 379, 336, 191088, 1725
483, 16870, 18104, 183127, 192496, 27, 34, 345, 386, 197762, 1751
608, 19097, 20170, 185671, 175514, 26, 31, 338, 362, 221947, 1931
131, 17846, 16712, 187210, 170954, 32, 38, 350, 343, 208542, 1898
771, 20801, 9304, 180529, 162724, 46, 31, 341, 385, 184813, 1691
928, 13011, 20508, 193739, 190922, 47, 37, 391, 396, 189166, 1634
163, 19991, 9962, 196937, 202654, 45, 33, 356, 394, 219625, 1836
195, 20304, 18556, 175693, 164488, 38, 42, 358, 371, 187727, 1627
451, 13685, 16777, 185780, 188735, 27, 31, 333, 396, 193378, 1892
452, 21721, 24942, 184536, 160036, 54, 40, 332, 342, 191796, 1790
132, 19369, 19692, 191300, 197360, 41, 33, 348, 321, 221057, 2067
929, 20646, 13852, 173238, 183913, 40, 34, 357, 405, 225393, 1811
196, 23944, 24245, 177412, 179403, 37, 30, 335, 360, 195952, 1850
164, 19338, 23705, 177171, 198021, 34, 47, 383, 362, 202799, 1814
420, 14520, 19051, 198796, 161430, 37, 39, 367, 367, 197877, 1653
609, 15744, 18373, 202697, 166014, 37, 42, 359, 349, 221105, 1986
740, 14772, 23564, 186740, 176918, 38, 46, 333, 383, 206880, 1801
100, 16119, 18757, 176615, 167669, 29, 43, 369, 387, 214319, 1928
772, 21193, 18699, 188047, 187360, 32, 33, 330, 348, 180309, 1801
484, 24282, 16971, 181514, 176808, 45, 33, 412, 394, 200934, 1705
485, 22904, 13443, 173462, 204047, 35, 42, 377, 377, 213634, 1760
453, 20972, 13719, 192672, 187907, 31, 30, 372, 356, 208040, 1830
165, 25538, 12632, 183767, 176842, 37, 40, 346, 350, 197364, 1759
101, 19115, 18227, 213167, 177341, 37, 34, 328, 346, 189573, 1761
197, 21815, 28032, 195875, 191955, 45, 42, 360, 388, 184243, 1714
421, 12569, 16768, 197338, 186934, 29, 36, 363, 363, 206076, 1747
133, 20864, 18072, 197227, 198580, 36, 40, 370, 371, 182611, 1688
773, 13101, 14432, 190830, 193343, 43, 37, 352, 348, 195840, 1758
741, 19266, 13880, 177206, 171717, 30, 42, 314, 390, 205814, 1878
742, 22023, 16828, 193208, 191988, 37, 38, 355, 350, 169979, 1586
710, 15941, 18532, 192701, 174435, 38, 41, 339, 397, 196847, 1702
166, 14397, 23504, 198087, 173918, 26, 34, 337, 377, 204499, 1871
422, 13099, 21291, 189094, 188569, 33, 49, 367, 336, 215957, 1905
486, 19363, 19625, 181132, 181828, 34, 36, 346, 329, 188899, 1653
774, 15720, 25849, 183632, 190975, 37, 46, 357, 336, 182293, 1658
102, 18995, 16722, 165404, 183712, 30, 49, 368, 329, 205057, 1858
198, 23186, 15123, 193782, 184647, 36, 40, 354, 364, 192734, 1746
134, 23009, 14914, 174761, 205749, 33, 37, 363, 388, 197603, 1731
454, 20006, 17710, 171618, 178949, 37, 41, 388, 356, 203186, 1789
423, 16954, 15606, 173580, 188710, 43, 41, 390, 366, 198638, 1776
743, 16327, 16007, 184208, 202230, 36, 28, 367, 371, 173436, 1503
775, 17464, 13278, 182160, 172410, 38, 44, 344, 371, 215942, 2013
487, 17201, 19507, 178462, 195555, 30, 33, 352, 338, 203675, 1922
167, 19400, 14394, 175491, 154034, 30, 32, 350, 381, 209203, 1972
711, 17019, 20297, 178268, 191469, 39, 43, 368, 303, 185367, 1664
199, 21436, 17153, 176213, 181917, 29, 47, 365, 404, 204047, 1792
103, 26255, 19939, 185554, 200843, 26, 43, 335, 357, 195271, 1715
135, 23235, 17115, 176016, 159873, 32, 32, 392, 339, 206093, 1833
455, 15788, 15725, 202814, 170626, 29, 32, 355, 353, 199345, 1776
776, 18665, 13347, 183087, 189725, 35, 26, 384, 370, 189250, 1666
424, 16283, 20910, 161973, 201271, 30, 30, 372, 407, 209913, 1889
168, 18180, 22125, 202136, 177585, 36, 27, 357, 369, 208516, 1822
136, 12722, 15949, 181468, 174182, 30, 31, 327, 353, 204186, 1872
712, 20520, 19298, 167399, 156888, 44, 38, 360, 346, 206997, 1833
456, 14958, 16956, 203715, 180828, 40, 39, 343, 355, 207161, 1872
104, 23007, 25946, 182972, 173031, 40, 27, 353, 395, 189783, 1870
488, 20276, 17074, 179984, 172652, 32, 36, 377, 416, 209550, 1795
744, 12546, 21361, 178717, 178228, 33, 38, 380, 386, 201135, 2019
137, 19464, 10988, 176409, 143792, 34, 37, 379, 366, 198062, 1920
425, 14483, 17413, 174924, 207728, 36, 30, 364, 358, 187110, 1736
489, 16166, 11720, 168319, 161694, 41, 32, 355, 357, 191904, 1818
457, 20763, 22911, 181945, 175988, 28, 37, 393, 345, 217798, 1796
745, 15793, 18197, 180031, 183414, 34, 43, 364, 362, 203809, 1843
105, 18630, 14090, 180444, 179322, 49, 35, 354, 382, 191541, 1837
713, 26355, 16275, 182408, 197318, 38, 37, 390, 383, 188188, 1734
777, 19843, 19472, 207899, 184757, 43, 36, 371, 378, 202737, 1781
169, 17246, 17765, 169731, 189930, 42, 34, 395, 387, 205648, 1766
458, 17627, 13038, 191056, 181831, 37, 35, 374, 374, 198015, 1907
426, 20089, 22621, 196495, 166682, 18, 42, 362, 354, 200062, 1742
138, 18549, 29195, 181590, 185389, 30, 47, 381, 371, 198057, 1702
778, 27539, 20153, 198612, 189265, 41, 35, 388, 364, 173771, 1615
746, 15202, 13862, 187001, 183439, 19, 34, 345, 372, 218292, 1909
714, 18870, 19746, 185324, 200112, 42, 28, 358, 379, 202363, 1883
106, 13661, 19448, 171029, 184074, 36, 46, 348, 369, 199579, 1846
427, 8470, 11228, 188237, 183976, 35, 32, 372, 357, 189167, 1690
779, 9650, 16572, 154277, 186156, 36, 37, 350, 378, 222836, 1961
107, 20080, 18564, 186798, 186738, 32, 45, 377, 320, 202372, 1816
747, 25902, 18563, 176616, 212837, 46, 39, 349, 365, 205922, 1813
270, 13997, 18899, 171541, 168228, 35, 33, 338, 377, 203122, 1905
590, 22426, 13672, 191337, 178582, 46, 28, 362, 368, 193952, 1726
459, 22033, 13401, 163727, 182362, 34, 36, 365, 382, 199227, 1814
715, 20425, 16270, 160006, 178575, 44, 29, 383, 343, 190586, 1760
139, 15280, 15547, 182237, 195301, 34, 35, 368, 353, 199599, 1687
108, 22446, 22657, 171373, 187627, 33, 40, 336, 364, 197411, 1762
591, 18722, 25408, 174859, 190110, 24, 39, 383, 378, 218961, 2004
271, 17139, 17499, 181472, 183017, 29, 40, 329, 347, 202302, 1745
748, 14662, 21006, 185042, 181123, 42, 41, 366, 357, 197888, 1695
716, 20211, 22323, 191151, 164114, 43, 38, 361, 367, 223098, 1939
428, 24370, 21618, 182707, 180908, 44, 36, 398, 399, 198220, 1781
592, 17463, 16878, 186008, 180948, 49, 37, 393, 312, 198946, 1731
880, 23094, 17134, 187454, 167554, 33, 44, 356, 397, 185186, 1745
240, 13027, 19301, 177301, 182693, 37, 33, 349, 376, 202951, 1786
749, 14367, 22421, 187940, 203371, 46, 34, 386, 350, 208094, 1744
429, 17797, 13155, 164183, 194991, 44, 51, 362, 363, 204635, 1914
560, 16429, 16515, 163767, 173754, 45, 36, 380, 348, 210588, 1815
272, 16693, 16639, 197031, 200085, 29, 42, 379, 334, 194953, 1839
717, 13686, 24685, 191376, 190502, 26, 38, 336, 316, 194677, 1788
109, 19881, 23516, 184547, 165095, 32, 32, 376, 356, 204327, 1852
881, 15531, 22208, 185919, 176014, 28, 39, 353, 344, 210910, 1806
561, 15463, 16336, 165760, 188232, 32, 29, 344, 360, 220623, 1808
593, 20302, 17469, 195557, 179202, 34, 36, 369, 398, 201994, 1794
273, 22671, 15248, 168823, 191455, 47, 43, 360, 347, 199450, 1689
241, 22768, 17213, 198153, 170035, 35, 34, 351, 379, 206253, 1797
718, 8790, 16940, 171324, 177723, 34, 41, 367, 378, 198980, 1877
274, 18828, 22594, 177154, 176695, 33, 43, 390, 344, 214587, 1884
562, 15379, 16405, 184699, 178919, 39, 35, 355, 363, 200676, 1817
210, 21134, 14989, 165110, 166758, 36, 33, 350, 333, 197404, 1694
850, 15178, 13214, 183373, 183193, 41, 37, 331, 361, 209531, 1920
882, 17129, 20217, 177689, 184126, 45, 33, 363, 388, 193501, 1741
594, 17320, 14060, 180257, 172202, 48, 36, 370, 366, 209376, 1703
719, 16116, 22902, 172021, 182564, 42, 27, 390, 368, 184056, 1809
530, 13594, 18344, 181069, 179232, 32, 29, 347, 352, 194864, 1750
242, 15619, 17126, 176113, 160939, 39, 38, 349, 365, 215736, 1846
211, 16983, 15424, 204324, 167556, 34, 34, 350, 384, 195177, 1888
275, 13736, 19214, 181939, 187484, 47, 35, 343, 403, 194834, 1807
851, 25464, 12875, 187365, 175874, 29, 53, 316, 377, 213662, 1880
243, 25389, 20855, 183925, 170498, 38, 26, 381, 381, 179366, 1631
531, 16662, 14840, 182271, 188643, 38, 41, 339, 395, 210074, 1846
563, 20560, 19243, 182366, 180652, 43, 46, 337, 390, 182954, 1721
595, 15907, 19082, 167409, 176557, 40, 39, 373, 347, 195110, 1739
883, 20313, 19818, 179150, 182756, 24, 29, 365, 386, 184271, 1563
564, 13483, 24066, 176746, 197839, 42, 43, 357, 406, 201991, 1706
596, 20819, 17884, 201876, 162326, 34, 29, 312, 345, 175927, 1569
212, 21084, 21802, 183017, 185140, 22, 33, 346, 353, 206221, 1845
852, 12870, 17890, 186922, 180535, 24, 35, 367, 347, 190716, 1775
884, 20180, 15499, 175146, 185398, 33, 31, 393, 351, 206187, 1870
820, 15516, 23310, 167771, 164926, 26, 33, 332, 382, 201365, 1773
276, 19033, 13226, 184159, 174790, 31, 43, 332, 359, 206307, 1781
500, 19523, 12138, 157789, 166775, 27, 38, 375, 333, 185703, 1748
244, 11932, 16568, 161556, 189159, 34, 45, 362, 365, 226405, 1972
532, 22786, 24679, 191782, 184674, 35, 44, 369, 331, 192527, 1799
70, 22635, 12777, 173642, 176292, 32, 34, 366, 368, 209744, 2040
277, 19191, 20211, 184683, 165900, 29, 33, 363, 281, 224297, 2049
501, 22451, 18264, 175271, 177468, 38, 35, 341, 357, 208617, 1901
885, 18911, 15356, 184045, 172002, 35, 44, 390, 366, 181017, 1720
213, 16763, 17411, 205328, 192937, 45, 42, 382, 388, 192043, 1797
533, 20731, 24508, 187858, 191727, 40, 40, 370, 391, 192409, 1602
245, 11731, 17676, 174287, 164913, 34, 38, 333, 360, 227063, 2006
821, 18686, 17926, 182916, 178038, 39, 48, 346, 384, 199655, 1752
853, 12241, 23584, 203277, 189664, 39, 33, 394, 381, 202277, 1695
71, 16682, 22595, 183922, 178119, 36, 38, 348, 339, 181802, 1656
565, 18030, 16948, 173355, 172857, 47, 35, 364, 349, 209317, 1878
597, 19604, 18334, 184643, 176007, 35, 31, 331, 359, 197672, 1747
598, 17787, 13328, 192598, 176477, 43, 33, 375, 422, 172182, 1709
278, 22448, 16695, 175473, 191740, 37, 37, 374, 365, 201997, 1910
886, 15258, 18441, 183795, 174603, 37, 43, 328, 387, 203878, 1869
566, 22278, 18344, 181994, 173766, 44, 36, 346, 367, 205539, 1802
